道具,品阶,道具分类,适用职业,掉落来源(怪物),地图,刷新点位,道具属性,掉落概率,是否可制作,制作材料
盔甲魔法卷轴,普通,材料,全职业,腐败僵尸剑士,妖精森林地监一层,"126,17,0~159,68,0²; 88,48,0~138,75,0²; 112,64,0~161,101,0²; 79,70,0~117,116,0²; 152,53,0~192,91,0²; 144,81,0~207,110,0²; 54,90,0~84,141,0²; 21,113,0~58,164,0²; 45,135,0~82,179,0²; 70,159,0~98,216,0²; 89,211,0~139,243,0²; 116,192,0~173,223,0²; 91,165,0~140,200,0²; 130,156,0~185,196,0²; 88,106,0~122,158,0²; 109,130,0~157,169,0²; 114,95,0~166,133,0²; 159,104,0~201,144,0²; 173,127,0~217,171,0²; 191,106,0~243,138,0²; 206,118,0~240,163,0²",无属性,0.05%,否,
粗糙的米索莉块,普通,材料,全职业,腐败僵尸剑士,妖精森林地监一层,"126,17,0~159,68,0²; 88,48,0~138,75,0²; 112,64,0~161,101,0²; 79,70,0~117,116,0²; 152,53,0~192,91,0²; 144,81,0~207,110,0²; 54,90,0~84,141,0²; 21,113,0~58,164,0²; 45,135,0~82,179,0²; 70,159,0~98,216,0²; 89,211,0~139,243,0²; 116,192,0~173,223,0²; 91,165,0~140,200,0²; 130,156,0~185,196,0²; 88,106,0~122,158,0²; 109,130,0~157,169,0²; 114,95,0~166,133,0²; 159,104,0~201,144,0²; 173,127,0~217,171,0²; 191,106,0~243,138,0²; 206,118,0~240,163,0²",无属性,0.5%,否,
钻石,普通,材料,全职业,腐败僵尸剑士,妖精森林地监一层,"126,17,0~159,68,0²; 88,48,0~138,75,0²; 112,64,0~161,101,0²; 79,70,0~117,116,0²; 152,53,0~192,91,0²; 144,81,0~207,110,0²; 54,90,0~84,141,0²; 21,113,0~58,164,0²; 45,135,0~82,179,0²; 70,159,0~98,216,0²; 89,211,0~139,243,0²; 116,192,0~173,223,0²; 91,165,0~140,200,0²; 130,156,0~185,196,0²; 88,106,0~122,158,0²; 109,130,0~157,169,0²; 114,95,0~166,133,0²; 159,104,0~201,144,0²; 173,127,0~217,171,0²; 191,106,0~243,138,0²; 206,118,0~240,163,0²",无属性,0.1%,否,
银原石,普通,材料,全职业,腐败僵尸剑士,妖精森林地监一层,"126,17,0~159,68,0²; 88,48,0~138,75,0²; 112,64,0~161,101,0²; 79,70,0~117,116,0²; 152,53,0~192,91,0²; 144,81,0~207,110,0²; 54,90,0~84,141,0²; 21,113,0~58,164,0²; 45,135,0~82,179,0²; 70,159,0~98,216,0²; 89,211,0~139,243,0²; 116,192,0~173,223,0²; 91,165,0~140,200,0²; 130,156,0~185,196,0²; 88,106,0~122,158,0²; 109,130,0~157,169,0²; 114,95,0~166,133,0²; 159,104,0~201,144,0²; 173,127,0~217,171,0²; 191,106,0~243,138,0²; 206,118,0~240,163,0²",无属性,0.1%,否,
安特的树皮,普通,材料,全职业,腐败僵尸魔法师,妖精森林地监一层,"126,17,0~159,68,0²; 88,48,0~138,75,0²; 112,64,0~161,101,0²; 79,70,0~117,116,0²; 152,53,0~192,91,0²; 144,81,0~207,110,0²; 54,90,0~84,141,0²; 21,113,0~58,164,0²; 45,135,0~82,179,0²; 70,159,0~98,216,0²; 89,211,0~139,243,0²; 116,192,0~173,223,0²; 91,165,0~140,200,0²; 130,156,0~185,196,0²; 88,106,0~122,158,0²; 109,130,0~157,169,0²; 114,95,0~166,133,0²; 159,104,0~201,144,0²; 173,127,0~217,171,0²; 191,106,0~243,138,0²; 206,118,0~240,163,0²",无属性,0.1%,否,
武器魔法卷轴,普通,材料,全职业,腐败僵尸魔法师,妖精森林地监一层,"126,17,0~159,68,0²; 88,48,0~138,75,0²; 112,64,0~161,101,0²; 79,70,0~117,116,0²; 152,53,0~192,91,0²; 144,81,0~207,110,0²; 54,90,0~84,141,0²; 21,113,0~58,164,0²; 45,135,0~82,179,0²; 70,159,0~98,216,0²; 89,211,0~139,243,0²; 116,192,0~173,223,0²; 91,165,0~140,200,0²; 130,156,0~185,196,0²; 88,106,0~122,158,0²; 109,130,0~157,169,0²; 114,95,0~166,133,0²; 159,104,0~201,144,0²; 173,127,0~217,171,0²; 191,106,0~243,138,0²; 206,118,0~240,163,0²",无属性,0.05%,否,
盔甲魔法卷轴,普通,材料,全职业,腐败僵尸魔法师,妖精森林地监一层,"126,17,0~159,68,0²; 88,48,0~138,75,0²; 112,64,0~161,101,0²; 79,70,0~117,116,0²; 152,53,0~192,91,0²; 144,81,0~207,110,0²; 54,90,0~84,141,0²; 21,113,0~58,164,0²; 45,135,0~82,179,0²; 70,159,0~98,216,0²; 89,211,0~139,243,0²; 116,192,0~173,223,0²; 91,165,0~140,200,0²; 130,156,0~185,196,0²; 88,106,0~122,158,0²; 109,130,0~157,169,0²; 114,95,0~166,133,0²; 159,104,0~201,144,0²; 173,127,0~217,171,0²; 191,106,0~243,138,0²; 206,118,0~240,163,0²",无属性,0.05%,否,
粗糙的米索莉块,普通,材料,全职业,腐败僵尸魔法师,妖精森林地监一层,"126,17,0~159,68,0²; 88,48,0~138,75,0²; 112,64,0~161,101,0²; 79,70,0~117,116,0²; 152,53,0~192,91,0²; 144,81,0~207,110,0²; 54,90,0~84,141,0²; 21,113,0~58,164,0²; 45,135,0~82,179,0²; 70,159,0~98,216,0²; 89,211,0~139,243,0²; 116,192,0~173,223,0²; 91,165,0~140,200,0²; 130,156,0~185,196,0²; 88,106,0~122,158,0²; 109,130,0~157,169,0²; 114,95,0~166,133,0²; 159,104,0~201,144,0²; 173,127,0~217,171,0²; 191,106,0~243,138,0²; 206,118,0~240,163,0²",无属性,0.5%,否,
钻石,普通,材料,全职业,腐败僵尸魔法师,妖精森林地监一层,"126,17,0~159,68,0²; 88,48,0~138,75,0²; 112,64,0~161,101,0²; 79,70,0~117,116,0²; 152,53,0~192,91,0²; 144,81,0~207,110,0²; 54,90,0~84,141,0²; 21,113,0~58,164,0²; 45,135,0~82,179,0²; 70,159,0~98,216,0²; 89,211,0~139,243,0²; 116,192,0~173,223,0²; 91,165,0~140,200,0²; 130,156,0~185,196,0²; 88,106,0~122,158,0²; 109,130,0~157,169,0²; 114,95,0~166,133,0²; 159,104,0~201,144,0²; 173,127,0~217,171,0²; 191,106,0~243,138,0²; 206,118,0~240,163,0²",无属性,0.1%,否,
银原石,普通,材料,全职业,腐败僵尸魔法师,妖精森林地监一层,"126,17,0~159,68,0²; 88,48,0~138,75,0²; 112,64,0~161,101,0²; 79,70,0~117,116,0²; 152,53,0~192,91,0²; 144,81,0~207,110,0²; 54,90,0~84,141,0²; 21,113,0~58,164,0²; 45,135,0~82,179,0²; 70,159,0~98,216,0²; 89,211,0~139,243,0²; 116,192,0~173,223,0²; 91,165,0~140,200,0²; 130,156,0~185,196,0²; 88,106,0~122,158,0²; 109,130,0~157,169,0²; 114,95,0~166,133,0²; 159,104,0~201,144,0²; 173,127,0~217,171,0²; 191,106,0~243,138,0²; 206,118,0~240,163,0²",无属性,0.1%,否,
安特的树皮,普通,材料,全职业,腐败恶魔清扫夫,妖精森林地监一层,"126,17,0~159,68,0²; 88,48,0~138,75,0²; 112,64,0~161,101,0²; 79,70,0~117,116,0²; 152,53,0~192,91,0²; 144,81,0~207,110,0²; 54,90,0~84,141,0²; 21,113,0~58,164,0²; 45,135,0~82,179,0²; 70,159,0~98,216,0²; 89,211,0~139,243,0²; 116,192,0~173,223,0²; 91,165,0~140,200,0²; 130,156,0~185,196,0²; 88,106,0~122,158,0²; 109,130,0~157,169,0²; 114,95,0~166,133,0²; 159,104,0~201,144,0²; 173,127,0~217,171,0²; 191,106,0~243,138,0²; 206,118,0~240,163,0²",无属性,0.1%,否,
武器魔法卷轴,普通,材料,全职业,腐败恶魔清扫夫,妖精森林地监一层,"126,17,0~159,68,0²; 88,48,0~138,75,0²; 112,64,0~161,101,0²; 79,70,0~117,116,0²; 152,53,0~192,91,0²; 144,81,0~207,110,0²; 54,90,0~84,141,0²; 21,113,0~58,164,0²; 45,135,0~82,179,0²; 70,159,0~98,216,0²; 89,211,0~139,243,0²; 116,192,0~173,223,0²; 91,165,0~140,200,0²; 130,156,0~185,196,0²; 88,106,0~122,158,0²; 109,130,0~157,169,0²; 114,95,0~166,133,0²; 159,104,0~201,144,0²; 173,127,0~217,171,0²; 191,106,0~243,138,0²; 206,118,0~240,163,0²",无属性,0.05%,否,
盔甲魔法卷轴,普通,材料,全职业,腐败恶魔清扫夫,妖精森林地监一层,"126,17,0~159,68,0²; 88,48,0~138,75,0²; 112,64,0~161,101,0²; 79,70,0~117,116,0²; 152,53,0~192,91,0²; 144,81,0~207,110,0²; 54,90,0~84,141,0²; 21,113,0~58,164,0²; 45,135,0~82,179,0²; 70,159,0~98,216,0²; 89,211,0~139,243,0²; 116,192,0~173,223,0²; 91,165,0~140,200,0²; 130,156,0~185,196,0²; 88,106,0~122,158,0²; 109,130,0~157,169,0²; 114,95,0~166,133,0²; 159,104,0~201,144,0²; 173,127,0~217,171,0²; 191,106,0~243,138,0²; 206,118,0~240,163,0²",无属性,0.05%,否,
粗糙的米索莉块,普通,材料,全职业,腐败恶魔清扫夫,妖精森林地监一层,"126,17,0~159,68,0²; 88,48,0~138,75,0²; 112,64,0~161,101,0²; 79,70,0~117,116,0²; 152,53,0~192,91,0²; 144,81,0~207,110,0²; 54,90,0~84,141,0²; 21,113,0~58,164,0²; 45,135,0~82,179,0²; 70,159,0~98,216,0²; 89,211,0~139,243,0²; 116,192,0~173,223,0²; 91,165,0~140,200,0²; 130,156,0~185,196,0²; 88,106,0~122,158,0²; 109,130,0~157,169,0²; 114,95,0~166,133,0²; 159,104,0~201,144,0²; 173,127,0~217,171,0²; 191,106,0~243,138,0²; 206,118,0~240,163,0²",无属性,0.5%,否,
银原石,普通,材料,全职业,腐败恶魔清扫夫,妖精森林地监一层,"126,17,0~159,68,0²; 88,48,0~138,75,0²; 112,64,0~161,101,0²; 79,70,0~117,116,0²; 152,53,0~192,91,0²; 144,81,0~207,110,0²; 54,90,0~84,141,0²; 21,113,0~58,164,0²; 45,135,0~82,179,0²; 70,159,0~98,216,0²; 89,211,0~139,243,0²; 116,192,0~173,223,0²; 91,165,0~140,200,0²; 130,156,0~185,196,0²; 88,106,0~122,158,0²; 109,130,0~157,169,0²; 114,95,0~166,133,0²; 159,104,0~201,144,0²; 173,127,0~217,171,0²; 191,106,0~243,138,0²; 206,118,0~240,163,0²",无属性,0.1%,否,
金币,普通,未知分类,需求等级1,腐败僵尸剑士,妖精森林地监一层,"126,17,0~159,68,0²; 88,48,0~138,75,0²; 112,64,0~161,101,0²; 79,70,0~117,116,0²; 152,53,0~192,91,0²; 144,81,0~207,110,0²; 54,90,0~84,141,0²; 21,113,0~58,164,0²; 45,135,0~82,179,0²; 70,159,0~98,216,0²; 89,211,0~139,243,0²; 116,192,0~173,223,0²; 91,165,0~140,200,0²; 130,156,0~185,196,0²; 88,106,0~122,158,0²; 109,130,0~157,169,0²; 114,95,0~166,133,0²; 159,104,0~201,144,0²; 173,127,0~217,171,0²; 191,106,0~243,138,0²; 206,118,0~240,163,0²",无属性,60%,否,
金币,普通,未知分类,需求等级1,腐败僵尸魔法师,妖精森林地监一层,"126,17,0~159,68,0²; 88,48,0~138,75,0²; 112,64,0~161,101,0²; 79,70,0~117,116,0²; 152,53,0~192,91,0²; 144,81,0~207,110,0²; 54,90,0~84,141,0²; 21,113,0~58,164,0²; 45,135,0~82,179,0²; 70,159,0~98,216,0²; 89,211,0~139,243,0²; 116,192,0~173,223,0²; 91,165,0~140,200,0²; 130,156,0~185,196,0²; 88,106,0~122,158,0²; 109,130,0~157,169,0²; 114,95,0~166,133,0²; 159,104,0~201,144,0²; 173,127,0~217,171,0²; 191,106,0~243,138,0²; 206,118,0~240,163,0²",无属性,60%,否,
金币,普通,未知分类,需求等级1,腐败恶魔清扫夫,妖精森林地监一层,"126,17,0~159,68,0²; 88,48,0~138,75,0²; 112,64,0~161,101,0²; 79,70,0~117,116,0²; 152,53,0~192,91,0²; 144,81,0~207,110,0²; 54,90,0~84,141,0²; 21,113,0~58,164,0²; 45,135,0~82,179,0²; 70,159,0~98,216,0²; 89,211,0~139,243,0²; 116,192,0~173,223,0²; 91,165,0~140,200,0²; 130,156,0~185,196,0²; 88,106,0~122,158,0²; 109,130,0~157,169,0²; 114,95,0~166,133,0²; 159,104,0~201,144,0²; 173,127,0~217,171,0²; 191,106,0~243,138,0²; 206,118,0~240,163,0²",无属性,100%,否,
安特的树皮,普通,材料,全职业,污染的芮克妮,妖精森林地监三层,"111,40,0~146,81,0²; 75,52,0~115,94,0²; 51,89,0~88,126,0²; 34,119,0~64,160,0²; 56,140,0~95,174,0²; 85,119,0~132,149,0²; 92,145,0~114,185,0²; 95,176,0~123,212,0²; 120,198,0~155,236,0²; 137,152,0~168,205,0²; 159,141,0~198,191,0²; 183,89,0~215,144,0²; 129,102,0~162,160,0²; 120,78,0~164,108,0²; 138,52,0~171,88,0²",无属性,0.1%,否,
武器魔法卷轴,普通,材料,全职业,污染的芮克妮,妖精森林地监三层,"111,40,0~146,81,0²; 75,52,0~115,94,0²; 51,89,0~88,126,0²; 34,119,0~64,160,0²; 56,140,0~95,174,0²; 85,119,0~132,149,0²; 92,145,0~114,185,0²; 95,176,0~123,212,0²; 120,198,0~155,236,0²; 137,152,0~168,205,0²; 159,141,0~198,191,0²; 183,89,0~215,144,0²; 129,102,0~162,160,0²; 120,78,0~164,108,0²; 138,52,0~171,88,0²",无属性,0.05%,否,
盔甲魔法卷轴,普通,材料,全职业,污染的芮克妮,妖精森林地监三层,"111,40,0~146,81,0²; 75,52,0~115,94,0²; 51,89,0~88,126,0²; 34,119,0~64,160,0²; 56,140,0~95,174,0²; 85,119,0~132,149,0²; 92,145,0~114,185,0²; 95,176,0~123,212,0²; 120,198,0~155,236,0²; 137,152,0~168,205,0²; 159,141,0~198,191,0²; 183,89,0~215,144,0²; 129,102,0~162,160,0²; 120,78,0~164,108,0²; 138,52,0~171,88,0²",无属性,0.05%,否,
粗糙的米索莉块,普通,材料,全职业,污染的芮克妮,妖精森林地监三层,"111,40,0~146,81,0²; 75,52,0~115,94,0²; 51,89,0~88,126,0²; 34,119,0~64,160,0²; 56,140,0~95,174,0²; 85,119,0~132,149,0²; 92,145,0~114,185,0²; 95,176,0~123,212,0²; 120,198,0~155,236,0²; 137,152,0~168,205,0²; 159,141,0~198,191,0²; 183,89,0~215,144,0²; 129,102,0~162,160,0²; 120,78,0~164,108,0²; 138,52,0~171,88,0²",无属性,0.5%,否,
蓝宝石,普通,材料,全职业,污染的芮克妮,妖精森林地监三层,"111,40,0~146,81,0²; 75,52,0~115,94,0²; 51,89,0~88,126,0²; 34,119,0~64,160,0²; 56,140,0~95,174,0²; 85,119,0~132,149,0²; 92,145,0~114,185,0²; 95,176,0~123,212,0²; 120,198,0~155,236,0²; 137,152,0~168,205,0²; 159,141,0~198,191,0²; 183,89,0~215,144,0²; 129,102,0~162,160,0²; 120,78,0~164,108,0²; 138,52,0~171,88,0²",无属性,0.1%,否,
银原石,普通,材料,全职业,污染的芮克妮,妖精森林地监三层,"111,40,0~146,81,0²; 75,52,0~115,94,0²; 51,89,0~88,126,0²; 34,119,0~64,160,0²; 56,140,0~95,174,0²; 85,119,0~132,149,0²; 92,145,0~114,185,0²; 95,176,0~123,212,0²; 120,198,0~155,236,0²; 137,152,0~168,205,0²; 159,141,0~198,191,0²; 183,89,0~215,144,0²; 129,102,0~162,160,0²; 120,78,0~164,108,0²; 138,52,0~171,88,0²",无属性,0.1%,否,
安特的树皮,普通,材料,全职业,腐败恶魔清扫夫,妖精森林地监三层,"111,40,0~146,81,0²; 75,52,0~115,94,0²; 51,89,0~88,126,0²; 34,119,0~64,160,0²; 56,140,0~95,174,0²; 85,119,0~132,149,0²; 92,145,0~114,185,0²; 95,176,0~123,212,0²; 120,198,0~155,236,0²; 137,152,0~168,205,0²; 159,141,0~198,191,0²; 183,89,0~215,144,0²; 129,102,0~162,160,0²; 120,78,0~164,108,0²; 138,52,0~171,88,0²",无属性,0.1%,否,
武器魔法卷轴,普通,材料,全职业,腐败恶魔清扫夫,妖精森林地监三层,"111,40,0~146,81,0²; 75,52,0~115,94,0²; 51,89,0~88,126,0²; 34,119,0~64,160,0²; 56,140,0~95,174,0²; 85,119,0~132,149,0²; 92,145,0~114,185,0²; 95,176,0~123,212,0²; 120,198,0~155,236,0²; 137,152,0~168,205,0²; 159,141,0~198,191,0²; 183,89,0~215,144,0²; 129,102,0~162,160,0²; 120,78,0~164,108,0²; 138,52,0~171,88,0²",无属性,0.05%,否,
求道者戒指,普通,防具,全职业,腐败恶魔清扫夫,妖精森林地监三层,"111,40,0~146,81,0²; 75,52,0~115,94,0²; 51,89,0~88,126,0²; 34,119,0~64,160,0²; 56,140,0~95,174,0²; 85,119,0~132,149,0²; 92,145,0~114,185,0²; 95,176,0~123,212,0²; 120,198,0~155,236,0²; 137,152,0~168,205,0²; 159,141,0~198,191,0²; 183,89,0~215,144,0²; 129,102,0~162,160,0²; 120,78,0~164,108,0²; 138,52,0~171,88,0²",物理防御力（AC）: 2; 背包负重: 100,0.015625%,是,"材料ID:2042,2705,2097,2720 x1,84,232,50 (概率: 100.0%)"
盔甲魔法卷轴,普通,材料,全职业,腐败恶魔清扫夫,妖精森林地监三层,"111,40,0~146,81,0²; 75,52,0~115,94,0²; 51,89,0~88,126,0²; 34,119,0~64,160,0²; 56,140,0~95,174,0²; 85,119,0~132,149,0²; 92,145,0~114,185,0²; 95,176,0~123,212,0²; 120,198,0~155,236,0²; 137,152,0~168,205,0²; 159,141,0~198,191,0²; 183,89,0~215,144,0²; 129,102,0~162,160,0²; 120,78,0~164,108,0²; 138,52,0~171,88,0²",无属性,0.05%,否,
老旧的身体腰带,普通,防具,全职业,腐败恶魔清扫夫,妖精森林地监三层,"111,40,0~146,81,0²; 75,52,0~115,94,0²; 51,89,0~88,126,0²; 34,119,0~64,160,0²; 56,140,0~95,174,0²; 85,119,0~132,149,0²; 92,145,0~114,185,0²; 95,176,0~123,212,0²; 120,198,0~155,236,0²; 137,152,0~168,205,0²; 159,141,0~198,191,0²; 183,89,0~215,144,0²; 129,102,0~162,160,0²; 120,78,0~164,108,0²; 138,52,0~171,88,0²",最大HP&固定值: 30,0.4%,否,
记忆碎片,普通,材料,全职业,腐败恶魔清扫夫,妖精森林地监三层,"111,40,0~146,81,0²; 75,52,0~115,94,0²; 51,89,0~88,126,0²; 34,119,0~64,160,0²; 56,140,0~95,174,0²; 85,119,0~132,149,0²; 92,145,0~114,185,0²; 95,176,0~123,212,0²; 120,198,0~155,236,0²; 137,152,0~168,205,0²; 159,141,0~198,191,0²; 183,89,0~215,144,0²; 129,102,0~162,160,0²; 120,78,0~164,108,0²; 138,52,0~171,88,0²",无属性,0.05%,否,
银原石,普通,材料,全职业,腐败恶魔清扫夫,妖精森林地监三层,"111,40,0~146,81,0²; 75,52,0~115,94,0²; 51,89,0~88,126,0²; 34,119,0~64,160,0²; 56,140,0~95,174,0²; 85,119,0~132,149,0²; 92,145,0~114,185,0²; 95,176,0~123,212,0²; 120,198,0~155,236,0²; 137,152,0~168,205,0²; 159,141,0~198,191,0²; 183,89,0~215,144,0²; 129,102,0~162,160,0²; 120,78,0~164,108,0²; 138,52,0~171,88,0²",无属性,0.1%,否,
安特的树皮,普通,材料,全职业,腐败恶魔猎人,妖精森林地监三层,"111,40,0~146,81,0²; 75,52,0~115,94,0²; 51,89,0~88,126,0²; 34,119,0~64,160,0²; 56,140,0~95,174,0²; 85,119,0~132,149,0²; 92,145,0~114,185,0²; 95,176,0~123,212,0²; 120,198,0~155,236,0²; 137,152,0~168,205,0²; 159,141,0~198,191,0²; 183,89,0~215,144,0²; 129,102,0~162,160,0²; 120,78,0~164,108,0²; 138,52,0~171,88,0²",无属性,0.1%,否,
武器魔法卷轴,普通,材料,全职业,腐败恶魔猎人,妖精森林地监三层,"111,40,0~146,81,0²; 75,52,0~115,94,0²; 51,89,0~88,126,0²; 34,119,0~64,160,0²; 56,140,0~95,174,0²; 85,119,0~132,149,0²; 92,145,0~114,185,0²; 95,176,0~123,212,0²; 120,198,0~155,236,0²; 137,152,0~168,205,0²; 159,141,0~198,191,0²; 183,89,0~215,144,0²; 129,102,0~162,160,0²; 120,78,0~164,108,0²; 138,52,0~171,88,0²",无属性,0.05%,否,
盔甲魔法卷轴,普通,材料,全职业,腐败恶魔猎人,妖精森林地监三层,"111,40,0~146,81,0²; 75,52,0~115,94,0²; 51,89,0~88,126,0²; 34,119,0~64,160,0²; 56,140,0~95,174,0²; 85,119,0~132,149,0²; 92,145,0~114,185,0²; 95,176,0~123,212,0²; 120,198,0~155,236,0²; 137,152,0~168,205,0²; 159,141,0~198,191,0²; 183,89,0~215,144,0²; 129,102,0~162,160,0²; 120,78,0~164,108,0²; 138,52,0~171,88,0²",无属性,0.05%,否,
粗糙的米索莉块,普通,材料,全职业,腐败恶魔猎人,妖精森林地监三层,"111,40,0~146,81,0²; 75,52,0~115,94,0²; 51,89,0~88,126,0²; 34,119,0~64,160,0²; 56,140,0~95,174,0²; 85,119,0~132,149,0²; 92,145,0~114,185,0²; 95,176,0~123,212,0²; 120,198,0~155,236,0²; 137,152,0~168,205,0²; 159,141,0~198,191,0²; 183,89,0~215,144,0²; 129,102,0~162,160,0²; 120,78,0~164,108,0²; 138,52,0~171,88,0²",无属性,0.5%,否,
银原石,普通,材料,全职业,腐败恶魔猎人,妖精森林地监三层,"111,40,0~146,81,0²; 75,52,0~115,94,0²; 51,89,0~88,126,0²; 34,119,0~64,160,0²; 56,140,0~95,174,0²; 85,119,0~132,149,0²; 92,145,0~114,185,0²; 95,176,0~123,212,0²; 120,198,0~155,236,0²; 137,152,0~168,205,0²; 159,141,0~198,191,0²; 183,89,0~215,144,0²; 129,102,0~162,160,0²; 120,78,0~164,108,0²; 138,52,0~171,88,0²",无属性,0.1%,否,
安特的树皮,普通,材料,全职业,腐败的卡司特,妖精森林地监三层,"111,40,0~146,81,0²; 75,52,0~115,94,0²; 51,89,0~88,126,0²; 34,119,0~64,160,0²; 56,140,0~95,174,0²; 85,119,0~132,149,0²; 92,145,0~114,185,0²; 95,176,0~123,212,0²; 120,198,0~155,236,0²; 137,152,0~168,205,0²; 159,141,0~198,191,0²; 183,89,0~215,144,0²; 129,102,0~162,160,0²; 120,78,0~164,108,0²; 138,52,0~171,88,0²",无属性,0.1%,否,
武器魔法卷轴,普通,材料,全职业,腐败的卡司特,妖精森林地监三层,"111,40,0~146,81,0²; 75,52,0~115,94,0²; 51,89,0~88,126,0²; 34,119,0~64,160,0²; 56,140,0~95,174,0²; 85,119,0~132,149,0²; 92,145,0~114,185,0²; 95,176,0~123,212,0²; 120,198,0~155,236,0²; 137,152,0~168,205,0²; 159,141,0~198,191,0²; 183,89,0~215,144,0²; 129,102,0~162,160,0²; 120,78,0~164,108,0²; 138,52,0~171,88,0²",无属性,0.05%,否,
盔甲魔法卷轴,普通,材料,全职业,腐败的卡司特,妖精森林地监三层,"111,40,0~146,81,0²; 75,52,0~115,94,0²; 51,89,0~88,126,0²; 34,119,0~64,160,0²; 56,140,0~95,174,0²; 85,119,0~132,149,0²; 92,145,0~114,185,0²; 95,176,0~123,212,0²; 120,198,0~155,236,0²; 137,152,0~168,205,0²; 159,141,0~198,191,0²; 183,89,0~215,144,0²; 129,102,0~162,160,0²; 120,78,0~164,108,0²; 138,52,0~171,88,0²",无属性,0.05%,否,
身体腰带,普通,防具,全职业,腐败的卡司特,妖精森林地监三层,"111,40,0~146,81,0²; 75,52,0~115,94,0²; 51,89,0~88,126,0²; 34,119,0~64,160,0²; 56,140,0~95,174,0²; 85,119,0~132,149,0²; 92,145,0~114,185,0²; 95,176,0~123,212,0²; 120,198,0~155,236,0²; 137,152,0~168,205,0²; 159,141,0~198,191,0²; 183,89,0~215,144,0²; 129,102,0~162,160,0²; 120,78,0~164,108,0²; 138,52,0~171,88,0²",最大HP&固定值: 50,0.4%,否,
银原石,普通,材料,全职业,腐败的卡司特,妖精森林地监三层,"111,40,0~146,81,0²; 75,52,0~115,94,0²; 51,89,0~88,126,0²; 34,119,0~64,160,0²; 56,140,0~95,174,0²; 85,119,0~132,149,0²; 92,145,0~114,185,0²; 95,176,0~123,212,0²; 120,198,0~155,236,0²; 137,152,0~168,205,0²; 159,141,0~198,191,0²; 183,89,0~215,144,0²; 129,102,0~162,160,0²; 120,78,0~164,108,0²; 138,52,0~171,88,0²",无属性,0.1%,否,
追查兵之矛,普通,武器,王族/骑士,腐败恶魔清扫夫,妖精森林地监三层,"111,40,0~146,81,0²; 75,52,0~115,94,0²; 51,89,0~88,126,0²; 34,119,0~64,160,0²; 56,140,0~95,174,0²; 85,119,0~132,149,0²; 92,145,0~114,185,0²; 95,176,0~123,212,0²; 120,198,0~155,236,0²; 137,152,0~168,205,0²; 159,141,0~198,191,0²; 183,89,0~215,144,0²; 129,102,0~162,160,0²; 120,78,0~164,108,0²; 138,52,0~171,88,0²",近战命中（待使用）: 2; 大型怪物攻击力&max: 6; 小型怪物攻击力&max: 12; 攻击间隔: 1.6,0.08%,否,
老旧的力量T恤,普通,防具,王族骑士黑妖,腐败恶魔清扫夫,妖精森林地监三层,"111,40,0~146,81,0²; 75,52,0~115,94,0²; 51,89,0~88,126,0²; 34,119,0~64,160,0²; 56,140,0~95,174,0²; 85,119,0~132,149,0²; 92,145,0~114,185,0²; 95,176,0~123,212,0²; 120,198,0~155,236,0²; 137,152,0~168,205,0²; 159,141,0~198,191,0²; 183,89,0~215,144,0²; 129,102,0~162,160,0²; 120,78,0~164,108,0²; 138,52,0~171,88,0²",力量: 1,0.08%,否,
金币,普通,未知分类,需求等级1,污染的芮克妮,妖精森林地监三层,"111,40,0~146,81,0²; 75,52,0~115,94,0²; 51,89,0~88,126,0²; 34,119,0~64,160,0²; 56,140,0~95,174,0²; 85,119,0~132,149,0²; 92,145,0~114,185,0²; 95,176,0~123,212,0²; 120,198,0~155,236,0²; 137,152,0~168,205,0²; 159,141,0~198,191,0²; 183,89,0~215,144,0²; 129,102,0~162,160,0²; 120,78,0~164,108,0²; 138,52,0~171,88,0²",无属性,80%,否,
